symbol,hv20,hv50,hv100,date,cur_iv,days_percentile,close
CPRT,26,21,22,230825,26.32,600/ 29%ile,43.80
CPRX,36,37,50,230825,46.26,598/  6%ile,14.24
CPS,89,91,79,230825,90.23,461/ 31%ile,14.88
CPSH,49,44,47,230825,76.90,589/  6%ile,2.78
CPSI,88,59,49,230823,41.53,80/ 42%ile,17.60
CPSS,46,50,52,230823,59.02,542/ 15%ile,8.30
CPT,14,18,19,230825,23.74,574/ 37%ile,107.16
CPUH,19,14,10,230801,112.07,145/100%ile,10.36
CQP,26,21,22,230825,23.80,575/ 26%ile,50.87
CQQQ,28,33,31,230825,34.55,560/ 26%ile,38.01
CR,21,22,0.0,230825,32.88,89/ 11%ile,87.37
CRAI,24,23,28,230825,54.69,435/ 98%ile,108.02
CRAK,15,15,17,230825,22.46,287/ 18%ile,33.56
CRBG,28,25,33,230825,28.40,127/  2%ile,17.64
CRBN,11,12,12,230824,25.63,131/ 78%ile,153.87
CRBU,49,131,108,230825,80.41,399/ 27%ile,6.26
CRC,28,27,27,230825,29.46,599/  0%ile,55.46
CRCT,46,65,76,230821,59.53,517/ 12%ile,9.27
CRDF,137,116,96,230825,219.96,377/ 99%ile,1.84
CRDO,67,49,66,230825,58.38,268/ 25%ile,15.65
CRESY,41,51,46,230825,53.33,585/ 12%ile,7.99
CRGE,93,96,111,230810,133.61,311/ 75%ile,0.62
CRGY,34,34,38,230825,42.85,382/  2%ile,13.38
CRH,16,19,22,230825,27.87,316/ 40%ile,57.30
CRI,22,27,29,230825,30.89,600/  9%ile,68.69
CRK,44,42,48,230825,43.88,600/  0%ile,11.48
CRL,31,25,30,230825,34.65,598/ 28%ile,200.39
CRM,23,25,26,230825,42.11,600/ 74%ile,209.47
CRMD,47,81,80,230825,112.72,600/ 83%ile,4.08
CRMT,28,45,54,230825,71.55,573/ 93%ile,105.43
CRNC,40,52,52,230825,49.61,600/  5%ile,25.73
CRNT,39,60,63,230824,80.54,339/ 65%ile,1.93
CRNX,49,44,45,230825,148.28,236/ 98%ile,17.08
CRON,67,62,60,230825,64.32,598/ 38%ile,1.69
CROX,31,54,58,230825,41.86,600/  2%ile,95.56
CRPT,56,71,68,230816,58.26,95/ 25%ile,5.27
CRS,28,28,41,230825,38.43,600/  1%ile,58.84
CRSP,53,43,57,230825,48.45,600/  0%ile,49.69
CRSR,46,35,34,230825,42.46,600/  7%ile,14.71
CRTO,27,22,25,230825,40.00,597/ 11%ile,28.86
CRUS,28,28,34,230825,34.41,600/ 26%ile,78.22
CRUZ,17,22,21,230803,38.73,142/ 84%ile,19.89
CRVL,31,29,27,230616,28.23,338/  4%ile,218.65
CRVS,86,122,147,230825,109.90,524/ 34%ile,2.07
CRWD,51,44,43,230825,56.88,600/ 65%ile,149.58
CRWS,26,27,23,230824,30.31,204/ 36%ile,4.99
CSB,9,14,18,230818,38.51,62/ 85%ile,51.21
CSBR,42,76,67,230823,57.50,101/ 26%ile,6.60
CSCO,16,18,19,230825,18.13,600/  6%ile,55.70
CSD,11,13,16,230822,19.77,402/  7%ile,56.72
CSGP,19,30,28,230825,24.79,600/  3%ile,80.20
CSGS,58,39,32,230814,35.39,275/ 85%ile,54.55
CSIQ,51,49,44,230825,43.25,600/  0%ile,26.10
CSL,19,19,24,230825,30.51,586/ 44%ile,259.28
CSM,11,11,12,230817,30.34,333/ 93%ile,50.41
CSR,35,28,26,230823,38.00,441/ 90%ile,62.54
CSSE,307,203,165,230501,121.25,347/ 94%ile,0.41
CSTE,40,44,50,230816,43.44,422/ 46%ile,4.11
CSTL,59,112,145,230825,72.49,376/ 59%ile,18.63
CSTM,16,26,32,230825,40.84,600/  3%ile,16.93
CSTR,30,37,42,230807,30.08,133/ 27%ile,13.15
CSV,17,47,42,230825,35.67,558/ 17%ile,30.40
CSWC,24,18,22,230825,16.18,272/  6%ile,21.81
CSWI,20,21,25,230821,35.62,43/ 67%ile,181.88
CSX,22,21,20,230825,22.01,600/ 13%ile,30.91
CTAS,13,15,16,230825,19.44,597/  2%ile,496.01
CTBI,19,22,31,230810,33.97,220/ 50%ile,35.34
CTEC,27,29,27,230824,35.00,18/ 61%ile,12.09
CTEX,0.0,0.0,0.0,230825,34.21,11/ 54%ile,27.76
CTG,90,59,49,230803,43.13,470/  3%ile,10.29
CTKB,40,40,70,230825,55.78,190/ 17%ile,7.65
CTLP,33,33,45,230825,53.80,533/ 28%ile,7.84
CTLT,33,34,84,230825,62.54,593/ 89%ile,44.89
CTMX,66,81,80,230712,90.06,291/ 17%ile,1.46
CTO,20,19,19,230815,29.38,40/ 77%ile,17.12
CTOS,18,23,33,230825,59.53,548/ 50%ile,6.40
CTRA,20,25,27,230825,28.18,600/  2%ile,27.74
CTRE,16,16,19,230825,24.86,386/ 39%ile,19.79
CTRN,54,47,50,230825,57.07,542/ 11%ile,23.83
CTS,23,26,26,230804,33.06,385/ 16%ile,44.85
CTSH,32,25,25,230825,23.60,600/ 23%ile,70.06
CTSO,54,64,72,230825,121.25,426/ 84%ile,2.49
CTVA,18,24,24,230825,25.71,600/  9%ile,49.94
CUBE,28,23,22,230825,28.14,522/ 66%ile,41.68
CUBI,29,44,76,230825,49.60,506/ 45%ile,34.58
CUE,93,78,77,230825,127.40,557/ 67%ile,2.79
CUK,36,53,53,230825,47.24,599/  9%ile,14.37
CULP,31,28,35,230825,83.13,293/ 98%ile,5.63
CURE,27,33,33,230825,39.06,600/ 12%ile,98.94
CURI,141,126,125,230217,90.00,317/ 77%ile,0.81
CURO,111,104,122,230616,72.66,431/ 81%ile,1.15
CURV,68,71,73,230825,217.14,484/100%ile,2.40
CUT,13,15,15,230822,18.75,60/ 21%ile,29.81
CUTR,112,103,112,230825,94.17,557/ 95%ile,9.20
CUZ,27,31,33,230815,43.16,115/ 90%ile,22.45
CVAC,52,63,67,230825,93.77,598/ 84%ile,8.80
CVBF,26,42,51,230825,53.59,260/ 68%ile,17.37
CVCO,35,34,38,230825,44.20,315/ 48%ile,263.10
CVCY,31,50,51,230620,36.85,244/ 87%ile,14.21
CVE,20,28,33,230825,37.50,600/  3%ile,18.83
CVEO,32,26,36,230825,45.60,440/  5%ile,18.60
CVGI,55,46,56,230825,58.75,527/ 69%ile,8.72
CVGW,17,43,36,230825,67.60,483/ 99%ile,33.09
CVI,34,33,44,230825,42.29,599/  6%ile,32.93
CVIE,11,13,13,230825,29.82,88/ 54%ile,49.63
CVII,0.0,12,9,221220,22.33,5/ 60%ile,10.40
CVLC,12,12,0.0,230825,27.25,87/ 12%ile,54.81
CVLG,26,38,39,230825,43.63,498/ 11%ile,49.27
CVLT,32,24,22,230825,28.27,600/  7%ile,68.24
CVM,91,108,101,230825,110.00,592/ 60%ile,1.41
CVMC,11,12,13,230825,34.21,104/ 59%ile,49.24
CVNA,88,145,159,230825,100.39,600/ 40%ile,41.20
CVRX,37,50,63,230825,80.39,203/ 24%ile,17.31
CVS,37,29,29,230825,24.40,600/ 59%ile,67.32
CVSE,10,10,0.0,230825,31.53,87/ 62%ile,53.24
CVU,36,59,59,230825,96.88,386/ 98%ile,3.75
CVX,19,19,21,230825,22.18,600/ 15%ile,159.12
CVY,11,14,16,230825,17.61,205/ 43%ile,22.20
CW,23,19,22,230825,32.31,537/ 51%ile,205.58
CWAN,31,26,29,230825,37.20,313/  0%ile,17.50
CWB,9,9,8,230825,15.33,596/  8%ile,68.57
CWCO,62,55,50,230825,40.14,396/ 51%ile,26.86
CWEB,69,82,78,230825,85.60,600/ 32%ile,36.14
CWEN,25,23,24,230825,22.87,583/  9%ile,24.96
CWH,56,49,47,230825,41.47,600/ 11%ile,24.51
CWI,13,14,13,230725,93.12,22/100%ile,25.47
CWK,38,44,49,230825,49.57,448/ 74%ile,8.74
CWST,22,22,22,230825,43.90,581/ 55%ile,80.23
CWT,19,22,23,230825,27.04,429/ 46%ile,51.58
CX,30,30,33,230825,37.47,600/  6%ile,8.15
CXDO,89,84,99,230824,89.06,258/ 48%ile,1.80
CXM,32,38,37,230825,49.99,534/ 16%ile,14.68
CXSE,26,30,29,230817,33.80,161/ 44%ile,30.29
CXT,39,29,30,230825,31.62,598/ 46%ile,58.93
CXW,37,29,37,230825,41.12,600/ 10%ile,10.16
CYB,7,7,6,230823,7.42,158/  4%ile,24.04
CYBR,66,49,47,230825,35.49,600/  3%ile,158.91
CYCC,196,165,143,220909,180.00,272/ 96%ile,0.37
CYD,42,30,35,230817,51.65,332/ 83%ile,11.00
CYH,91,69,105,230825,67.89,600/ 15%ile,3.26
CYRX,50,81,75,230825,67.11,567/ 40%ile,14.14
CYTK,44,41,42,230825,67.75,562/  9%ile,34.86
CZNC,30,32,37,230620,33.28,97/ 87%ile,19.21
CZOO,129,115,106,230825,109.92,424/ 67%ile,1.04
CZR,29,39,44,230825,42.08,600/  0%ile,51.85
D,21,21,21,230825,22.53,342/ 42%ile,48.52
DAC,21,24,29,230825,28.92,600/  7%ile,66.34
DADA,64,76,76,230825,63.90,596/  6%ile,4.94
DAIO,42,44,47,230825,54.69,366/  5%ile,3.82
DAKT,23,67,56,230825,68.78,445/ 43%ile,8.41
DAL,20,27,28,230825,31.66,600/  5%ile,41.70
DAN,32,31,37,230825,41.49,600/ 29%ile,15.58
DAO,67,63,83,230825,83.73,588/ 15%ile,3.70
DAPP,50,66,68,230825,60.63,322/ 24%ile,6.03
DAR,27,30,33,230825,36.02,600/  7%ile,60.32
DASH,30,29,33,230825,37.45,600/  0%ile,78.02
DAVA,43,50,51,230825,45.03,498/ 13%ile,47.94
DAWN,38,44,65,230825,73.13,287/  9%ile,14.02
DAX,14,17,16,230427,28.50,180/ 42%ile,28.43
DB,21,27,29,230825,40.61,599/ 57%ile,10.72
DBA,11,14,13,230825,18.92,595/ 41%ile,21.62
DBB,18,19,19,230816,23.23,231/  4%ile,18.16
DBC,11,15,16,230824,22.81,591/ 43%ile,24.41
DBE,16,19,25,230825,32.88,394/ 22%ile,22.34
DBEF,10,16,14,230825,18.38,355/ 53%ile,34.77
DBEU,10,15,13,230825,17.56,388/ 43%ile,35.61
DBI,43,44,58,230825,61.67,600/ 54%ile,9.92
DBJP,13,21,20,230824,12.94,221/ 12%ile,58.37
DBMF,9,8,8,230707,16.77,41/ 24%ile,27.79
DBO,19,21,28,230825,30.31,550/  1%ile,16.00
DBP,11,12,13,230816,23.96,443/ 89%ile,49.71
DBRG,38,47,48,230825,48.01,600/ 34%ile,16.25
DBTX,225,154,125,230807,140.80,172/ 93%ile,5.14
DBVT,77,70,79,230720,122.50,245/ 73%ile,1.49
DBX,33,26,28,230825,31.17,600/ 15%ile,27.29
DC,61,52,57,230825,119.21,201/ 90%ile,2.97
DCBO,46,39,49,230825,54.50,498/ 20%ile,44.97
DCFC,120,100,101,230825,119.17,367/ 78%ile,1.00
DCGO,63,58,51,230825,52.50,406/  3%ile,8.84
DCI,15,14,23,230825,32.56,518/ 82%ile,61.21
DCO,37,30,40,230801,47.18,261/ 52%ile,44.24
DCOM,29,36,46,230825,45.98,231/ 77%ile,21.10
DCPH,58,42,42,230822,54.86,512/  2%ile,14.41
DCTH,238,156,115,230825,87.82,90/ 10%ile,5.11
DD,14,17,24,230825,22.48,600/  2%ile,74.64
DDD,49,53,51,230825,59.45,600/ 10%ile,6.13
DDL,83,81,82,230825,160.89,137/ 98%ile,1.95
DDM,20,19,21,230825,27.77,600/ 10%ile,66.88
DDOG,80,59,58,230825,43.80,600/  9%ile,92.60
DDS,46,40,42,230309,49.71,370/  0%ile,278.00
DDWM,0.0,0.0,0.0,230801,44.74,1/100%ile,30.41
DE,27,24,27,230825,23.31,600/  2%ile,390.21
DEA,30,28,28,230808,17.94,180/ 24%ile,13.31
DECK,28,25,27,230825,31.54,585/  4%ile,521.52
DEEP,13,15,20,230825,19.72,144/ 36%ile,33.46
DEF,8,9,10,230825,31.88,225/ 93%ile,67.84
DEI,34,44,46,230825,39.52,209/ 69%ile,13.32
DELL,27,25,29,230825,39.90,600/ 89%ile,56.21
DEM,14,16,15,230825,13.26,592/ 18%ile,38.43
DEN,24,24,25,230825,40.22,597/  7%ile,89.25
DENN,43,39,37,230825,36.04,555/  1%ile,9.57
DEO,15,17,16,230825,21.10,600/ 55%ile,166.82
DES,8,14,19,230824,20.66,387/ 34%ile,28.95
DESP,63,49,56,230825,55.58,481/ 52%ile,7.83
DEUS,10,11,12,230825,30.12,152/ 28%ile,44.12
DFAC,12,11,13,230825,15.56,300/  5%ile,26.95
DFAR,13,16,16,221004,28.19,4/ 50%ile,20.86
DFAS,9,14,17,230825,30.97,411/ 27%ile,54.31
DFAT,10,15,19,230824,24.52,305/ 16%ile,46.82
DFAU,11,11,12,230817,105.20,110/ 94%ile,30.78
DFAX,11,13,13,230811,76.77,12/ 83%ile,22.99
DFE,12,17,16,230825,17.14,480/ 13%ile,53.98
DFEN,46,44,47,230825,45.42,600/  8%ile,18.92
DFH,97,77,64,230825,74.59,472/ 94%ile,26.11
DFIC,13,15,14,230823,13.54,16/  6%ile,23.67
DFIN,30,28,28,230825,51.05,484/ 34%ile,46.92
DFIV,11,14,14,230824,43.70,82/ 31%ile,32.66
DFJ,13,14,14,230817,14.27,69/ 40%ile,68.15
DFLI,108,176,151,230821,114.16,125/ 88%ile,1.62
DFS,40,49,41,230825,29.15,600/ 14%ile,88.74
DFSV,11,16,21,230817,60.73,84/ 83%ile,26.06
DFUS,12,11,12,230825,42.30,284/ 87%ile,47.80
DFUV,11,12,14,230822,35.24,185/ 67%ile,34.57
DG,19,20,40,230825,43.80,600/ 98%ile,154.98
DGICA,17,16,22,230425,36.88,68/ 97%ile,14.64
DGII,72,49,43,230825,35.38,495/  2%ile,31.74
DGRO,8,9,10,230825,12.33,598/  6%ile,51.42
DGRS,10,14,18,230825,34.70,140/ 90%ile,42.39
DGRW,9,10,11,230825,13.24,408/ 11%ile,65.87
DGS,13,14,13,230825,13.35,572/ 18%ile,47.58
DGT,11,13,12,230817,23.09,334/ 77%ile,111.64
DGX,12,19,17,230825,18.08,600/  2%ile,132.39
DH,41,47,50,230825,63.63,296/  1%ile,9.38
DHC,93,102,101,230825,84.20,245/ 62%ile,2.91
DHI,30,29,27,230825,30.67,600/ 23%ile,114.94
DHR,16,22,25,230825,24.48,600/ 27%ile,255.53
DHS,9,11,13,230824,19.83,151/ 66%ile,79.41
DHT,25,29,40,230825,37.22,599/ 16%ile,9.57
DHX,52,49,53,230825,86.67,589/ 94%ile,3.50
DIA,10,10,10,230825,12.52,600/ 21%ile,343.50
DIBS,42,45,51,230825,56.56,251/  1%ile,4.28
DICE,5,74,66,230808,79.58,237/ 24%ile,47.55
DIG,33,37,43,230825,45.76,600/  5%ile,40.51
DIHP,12,14,0.0,230725,16.02,29/ 27%ile,23.76
DIN,25,23,30,230825,28.18,600/  0%ile,54.80
DINO,30,28,36,230825,30.83,600/  1%ile,57.10
DIOD,31,33,36,230825,35.46,600/  8%ile,80.09
DIS,32,25,28,230825,26.11,600/ 23%ile,83.36
DISH,54,61,71,230825,73.55,600/ 72%ile,6.00
DIV,11,12,15,230810,18.70,76/ 68%ile,16.61
DIVB,10,11,12,230411,13.13,27/ 22%ile,38.35
DIVO,9,9,10,230823,7.46,283/  0%ile,35.69
DJD,8,10,11,230825,32.95,146/ 90%ile,42.73
DJIA,7,8,9,221230,114.71,2/100%ile,21.89
DJP,12,17,15,230825,21.33,568/ 39%ile,32.32
DK,33,32,39,230825,41.45,600/  2%ile,26.83
DKL,69,53,45,230825,26.64,382/ 19%ile,40.70
DKNG,61,51,52,230825,48.92,600/  7%ile,28.15
DKS,105,68,52,230825,29.93,600/  3%ile,111.67
DLB,55,37,28,230825,25.20,600/ 34%ile,83.62
DLHC,29,39,44,230823,52.19,435/ 36%ile,10.98
DLN,8,9,10,230825,14.39,537/ 25%ile,63.19
DLNG,28,56,61,230825,79.58,456/ 54%ile,2.72
DLO,123,82,93,230825,51.45,545/  0%ile,19.48
DLPN,90,95,86,230824,92.50,434/ 32%ile,1.78
DLR,18,26,33,230825,25.40,600/ 43%ile,125.95
DLS,11,14,13,230526,14.88,61/ 26%ile,58.21
DLTH,30,34,45,230825,60.58,548/ 58%ile,7.30
DLTR,50,37,37,230825,26.25,600/ 20%ile,123.31
DLX,44,36,39,230825,39.93,578/ 64%ile,19.44
DM,67,69,72,230825,62.19,599/  8%ile,1.55
DMAC,96,91,100,230824,73.73,344/  0%ile,2.87
DMLP,26,31,29,230825,43.30,463/ 96%ile,28.04
DMRC,81,64,73,230825,68.67,588/  7%ile,31.39
DMTK,70,100,114,230825,115.24,586/ 83%ile,2.29
DNA,100,110,114,230825,94.03,562/ 47%ile,1.68
DNB,35,33,35,230825,41.54,455/ 71%ile,10.70
DNL,13,13,13,230824,31.86,33/ 60%ile,34.93
DNLI,35,34,46,230825,54.33,471/  6%ile,23.02
DNMR,93,86,91,230825,81.43,595/  9%ile,2.03
DNN,78,68,78,230825,71.28,560/  4%ile,1.42
DNOW,47,37,38,230822,51.48,573/ 29%ile,10.94
DNUT,60,43,37,230825,36.36,538/  4%ile,13.13
DO,41,47,48,230825,51.96,595/  2%ile,14.56
DOC,21,22,20,230821,26.56,247/ 85%ile,13.57
DOCN,107,84,68,230825,57.19,597/ 12%ile,28.86
DOCS,98,69,56,230825,51.39,541/  8%ile,23.44
DOCU,26,29,31,230825,70.25,600/ 70%ile,48.29
DOG,10,10,10,230825,12.55,600/  0%ile,32.71
DOGZ,65,109,113,230721,154.00,326/ 67%ile,0.69
DOL,13,14,13,230810,30.45,9/ 22%ile,45.95
DOLE,33,26,26,230823,40.55,440/ 49%ile,11.87
DOMA,124,316,249,230825,103.13,291/ 86%ile,5.80
DOMO,162,112,91,230825,69.64,600/ 38%ile,10.94
DON,10,12,16,230825,16.64,357/ 11%ile,42.01
DOOO,16,26,29,230825,35.64,546/ 23%ile,76.76
DOOR,32,28,32,230825,39.08,594/ 31%ile,99.22
DORM,24,26,30,230825,41.90,590/ 62%ile,79.84
DOUG,93,84,80,230825,58.68,355/ 41%ile,2.46
DOV,13,18,22,230825,24.20,600/ 33%ile,142.67
DOW,20,19,23,230825,21.39,600/  4%ile,53.98
DOX,23,18,17,230825,26.80,564/ 78%ile,87.34
DOYU,92,95,87,230203,121.88,270/ 93%ile,1.01
DPRO,116,102,124,230327,146.88,129/ 81%ile,0.93
DPST,60,88,112,230825,87.88,585/ 62%ile,62.34
DPZ,14,32,29,230825,24.34,600/ 14%ile,380.72
DQ,52,44,46,230825,52.07,600/  1%ile,35.72
DRD,53,50,49,230825,43.09,578/  5%ile,10.42
DRH,31,27,27,230825,47.19,337/ 29%ile,7.50
DRI,14,16,18,230825,22.10,600/  8%ile,155.99
DRIO,72,72,67,230825,106.50,588/ 80%ile,3.04
DRIP,39,47,56,230825,57.11,600/  0%ile,10.50
DRIV,21,21,22,230825,26.50,600/ 39%ile,24.11
DRLL,16,18,21,230825,24.44,197/  7%ile,29.32
DRN,36,42,48,230825,47.84,600/ 26%ile,8.43
DRQ,29,31,36,230825,42.06,586/  0%ile,27.29
DRRX,70,108,96,230824,156.13,171/ 89%ile,3.11
DRS,34,29,31,230825,38.53,591/ 13%ile,16.40
DRV,37,42,46,230825,54.62,600/ 23%ile,50.72
DRVN,192,123,89,230825,54.73,557/ 93%ile,14.38
DSGN,447,288,211,230825,98.75,206/ 40%ile,2.08
DSGX,18,18,20,230823,29.77,534/ 24%ile,73.57
DSI,13,12,13,230825,29.34,218/ 58%ile,83.96
DSKE,79,56,57,230825,46.46,585/  0%ile,5.08
DSP,112,77,63,230825,61.17,494/  1%ile,6.40
DSTL,9,10,12,230825,30.34,141/ 87%ile,45.65
DSX,42,36,42,230825,36.56,579/ 13%ile,3.60
DT,55,39,34,230825,32.09,600/  0%ile,46.69
DTC,57,47,59,230825,74.78,335/ 14%ile,5.65
DTE,16,18,16,230825,19.98,594/ 41%ile,104.92
DTEC,18,17,16,230804,31.61,159/ 84%ile,36.24
DTIL,116,128,123,220912,135.00,287/ 94%ile,0.51
DTM,16,17,21,230809,32.29,437/ 44%ile,51.58
DUG,34,38,44,230825,47.76,598/  6%ile,11.27
DUHP,12,11,12,230810,220.00,35/100%ile,26.62
DUK,19,18,17,230825,19.64,600/ 70%ile,90.58
DUOL,52,54,54,230825,49.33,519/  2%ile,135.07
DUSL,33,34,43,230823,63.90,375/ 72%ile,36.74
DUST,50,60,57,230825,54.79,600/ 12%ile,13.38
DV,65,49,43,230825,39.56,528/  2%ile,33.24
DVA,34,26,32,230825,33.57,600/ 49%ile,100.61
DVAX,38,33,35,230825,40.23,600/  2%ile,14.74
DVN,35,31,31,230825,30.59,600/  1%ile,50.43
DVY,9,11,13,230825,14.89,600/ 25%ile,112.02
DVYE,13,14,15,230727,106.60,79/100%ile,24.50
DWAC,79,119,86,230825,118.72,461/ 85%ile,15.26
DWAS,16,18,19,230823,26.22,534/ 14%ile,76.92
DWM,12,14,13,230825,23.30,144/ 63%ile,49.04
DWX,12,15,13,230822,15.37,160/ 75%ile,33.91
DX,21,25,26,230731,26.64,153/ 86%ile,12.52
DXC,127,82,62,230825,42.21,600/ 46%ile,20.50
DXCM,47,37,33,230825,40.64,598/ 40%ile,100.76
DXD,20,19,21,230825,25.38,600/  5%ile,40.81
DXJ,13,16,17,230825,20.55,598/ 76%ile,84.23
DXJS,15,15,17,230825,14.50,305/  5%ile,27.69
DXLG,29,35,43,230825,48.50,431/  0%ile,4.16
DXPE,63,43,46,230825,43.96,328/  9%ile,35.10
DY,29,36,33,230825,40.88,600/  8%ile,98.73
DYAI,85,82,94,230821,86.88,332/  5%ile,1.78
DYN,74,70,72,230825,72.45,279/ 23%ile,11.89
DZSI,97,78,99,230825,100.00,487/ 97%ile,2.46
E,16,19,23,230825,23.39,512/ 16%ile,30.73
EA,29,27,21,230825,23.07,600/ 16%ile,119.69
EAF,105,82,75,230825,64.26,584/ 89%ile,3.50
EAR,47,49,58,230117,127.50,352/ 76%ile,0.54
EARN,19,21,24,230801,20.10,117/ 12%ile,6.60
EAT,31,33,37,230825,43.23,600/ 10%ile,33.05
EATZ,15,16,17,230822,20.70,57/ 14%ile,20.18
EB,42,49,58,230825,57.97,599/ 21%ile,10.01
EBAY,21,34,30,230825,25.00,600/  2%ile,43.59
EBC,25,29,40,230825,36.53,441/ 82%ile,13.23
EBET,0.0,157,128,220916,145.63,155/ 70%ile,0.05
EBF,11,15,19,230810,19.79,60/  3%ile,21.39
EBIX,183,131,108,230825,142.15,600/ 93%ile,15.20
EBIZ,25,28,27,230822,27.96,242/ 23%ile,18.23
EBLU,10,12,13,230825,34.97,120/ 71%ile,40.10
EBND,9,11,10,230706,17.97,26/ 76%ile,20.75
EBS,99,82,81,230825,93.30,580/ 92%ile,4.54
EC,29,28,43,230717,32.92,546/  8%ile,11.21
ECH,17,19,23,230825,29.45,594/ 29%ile,28.73
ECL,13,14,16,230825,21.38,600/ 26%ile,180.48
ECNS,17,26,24,230825,27.19,420/ 55%ile,27.64
ECON,13,18,17,230818,26.41,181/ 54%ile,20.36
ECPG,24,29,32,230823,49.83,526/ 94%ile,46.11
ECVT,62,44,40,230825,41.34,353/ 31%ile,9.86
ED,20,19,16,230825,20.07,600/ 60%ile,89.88
EDAP,48,42,37,230824,65.24,575/ 49%ile,8.14
EDC,41,49,46,230825,46.43,599/ 13%ile,28.13
EDIT,45,60,72,230825,59.80,600/  0%ile,8.77
EDIV,16,19,17,230825,13.76,520/ 41%ile,30.10
EDOC,17,23,22,230712,23.26,113/ 17%ile,10.07
EDOW,10,10,11,230310,72.64,1/100%ile,29.91
EDR,27,27,29,230825,33.94,582/  2%ile,23.67
EDU,44,48,51,230825,44.63,600/  4%ile,54.83
EDUT,24,28,29,230808,131.09,12/ 83%ile,21.33
EDV,26,22,21,230825,21.15,600/ 42%ile,77.57
EDZ,40,49,47,230825,51.20,591/ 12%ile,12.79
EE,43,38,40,230825,45.57,331/  3%ile,18.51
EEFT,12,54,43,230825,33.12,599/  8%ile,84.75
EELV,11,11,10,230703,71.57,25/ 88%ile,23.57
EEM,14,16,15,230825,18.63,600/ 43%ile,38.91
EEMA,17,19,18,230727,74.33,177/100%ile,64.21
EEMS,13,13,12,230825,36.17,158/ 96%ile,55.02
EEMV,9,10,10,230825,21.21,600/ 74%ile,54.33
EEMX,15,18,16,230605,40.59,26/ 80%ile,29.67
EES,10,16,20,230824,26.90,192/ 52%ile,44.61
EET,28,33,31,230824,34.42,455/  7%ile,48.11
EEV,27,32,31,230825,32.82,563/  2%ile,21.98
EEX,41,42,49,230816,42.50,386/  0%ile,3.97
EFA,13,14,14,230825,15.15,599/ 43%ile,70.23
EFAV,10,10,11,230825,16.14,559/ 48%ile,66.30
EFAX,13,14,13,230816,33.66,148/ 60%ile,36.35
EFC,14,19,23,230606,22.35,161/ 73%ile,13.05
EFG,14,15,14,230825,18.14,543/ 35%ile,90.47
EFSC,17,26,31,230821,63.77,349/ 67%ile,38.92
EFV,12,14,14,230823,16.04,529/ 24%ile,48.52
EFX,16,28,27,230825,29.13,600/ 29%ile,197.98
EFXT,60,56,49,230825,63.47,85/ 70%ile,5.98
EFZ,12,15,14,230825,16.99,408/ 28%ile,18.73
EG,25,22,22,230825,25.64,591/ 29%ile,352.88
EGAN,42,37,37,230825,71.91,519/ 92%ile,6.16
EGBN,34,44,64,230825,53.52,438/ 64%ile,23.61
EGHT,115,86,78,230825,87.52,600/ 81%ile,2.96
EGIO,94,127,134,221114,124.61,404/100%ile,0.76
EGLE,32,34,33,230825,43.19,471/ 25%ile,41.01
EGO,28,36,36,230825,42.80,600/  3%ile,8.94
EGP,16,20,21,230823,24.18,389/ 44%ile,177.76
EGRX,86,65,66,230824,50.31,130/ 80%ile,16.95
EGY,50,43,48,230825,50.08,583/  7%ile,4.48
EH,85,95,86,230825,89.55,600/ 28%ile,17.57
EHAB,71,53,54,230823,62.27,149/ 30%ile,12.54
EHC,25,21,25,230825,29.41,599/ 29%ile,69.17
EHTH,62,60,89,230825,76.21,600/ 31%ile,8.08
EIDO,12,13,14,230406,17.38,275/  0%ile,22.95
EIG,12,15,20,221206,34.84,80/ 80%ile,38.79
EIGR,126,178,149,230307,151.25,389/ 90%ile,0.84
EIX,15,19,19,230825,21.23,600/ 42%ile,69.93
EKG,17,19,0.0,230824,34.93,67/ 50%ile,15.48
EKSO,98,94,84,230215,167.50,329/ 98%ile,0.94
EL,25,29,41,230825,29.40,600/ 37%ile,153.20
ELA,129,90,70,230825,54.31,429/ 10%ile,5.57
ELAN,30,40,46,230825,44.96,600/ 59%ile,11.85
ELD,10,10,9,230825,10.05,129/ 27%ile,27.38
ELDN,102,86,95,230614,220.00,409/100%ile,1.61
ELF,69,51,52,230825,42.11,600/ 41%ile,120.68
ELMD,57,43,47,230807,56.56,174/ 43%ile,10.77
ELME,25,23,24,230721,36.44,161/ 91%ile,15.39
ELP,23,30,28,230823,33.01,310/  8%ile,8.89
ELS,17,22,22,230821,40.68,451/ 96%ile,67.48
ELV,16,26,28,230825,22.59,600/ 17%ile,452.52
ELVN,48,54,58,230823,79.43,210/ 21%ile,16.72
EMAN,33,21,60,230516,92.81,198/  8%ile,1.95
EMB,11,10,9,230825,9.22,600/ 42%ile,84.88
EMBC,39,39,43,230821,57.49,199/ 45%ile,17.14
EMBK,33,36,48,230718,46.25,302/  0%ile,2.88
EME,19,23,27,230825,29.30,505/ 19%ile,220.13
EMGF,13,15,14,230825,35.94,125/ 86%ile,41.38
EMKR,263,204,158,220923,109.87,309/ 94%ile,0.56
EMLC,10,9,9,230818,12.82,96/ 20%ile,25.05
EMN,19,25,27,230825,23.58,600/  2%ile,81.93
EMQQ,28,30,29,230825,33.86,550/ 18%ile,29.84
EMR,18,17,20,230825,22.65,600/ 38%ile,97.64
